Action,Name,Points,GameMode,Timestamp
RefactorAddXAssertionsAchievement,Double check,3,LEADERBOARD,2025-04-17 09:05:21.555
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:05:21.557
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:09:54.873
RefactorAddXAssertionsAchievement,Double check,2,LEADERBOARD,2025-04-17 09:10:46.442
RefactorAddXAssertionsAchievement,Double check,2,LEADERBOARD,2025-04-17 09:14:32.787
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:16:47.41
RefactorAddXAssertionsAchievement,Double check,2,LEADERBOARD,2025-04-17 09:17:04.15
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:18:32.753
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:19:18.915
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:23:26.53
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:23:26.532
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:23:31.905
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:24:50.407
TriggerXAssertsByTestsAchievement,Assert and Tested,0,LEADERBOARD,2025-04-17 09:24:55.15
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:24:55.657
RefactorAddXAssertionsAchievement,Double check,2,LEADERBOARD,2025-04-17 09:29:04.015
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:29:08.564
RefactorAddXAssertionsAchievement,Double check,2,LEADERBOARD,2025-04-17 09:30:54.242
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:30:54.244
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:30:59.601
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:32:40.633
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:32:40.633
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:32:46.267
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:33:43.752
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:33:43.752
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:33:48.526
RefactorAddXAssertionsAchievement,Double check,6,LEADERBOARD,2025-04-17 09:37:40.649
AddTestsAchievement,Safety First,3,LEADERBOARD,2025-04-17 09:37:40.649
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:40:23.077
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:41:25.067
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:41:25.067
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:41:28.79
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:41:29.336
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:45:13.953
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:45:14.384
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:45:32.34
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:45:52.419
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:46:05.9
RefactorAddXAssertionsAchievement,Double check,1,ACHIEVEMENTS,2025-04-17 09:46:58.846
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:47:03.391
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:47:03.933
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:47:42.117
